time,dir,queue,vehicles,mean_speed
785.0,S,0,3,17.05344416880547
786.0,W,0,1,15.95560944426603
786.0,N,0,2,21.125570492665176
786.0,E,0,5,11.565724509421644
786.0,S,0,3,17.265956967769824
787.0,W,0,1,16.464079589913908
787.0,N,0,2,20.829605213557556
787.0,E,0,3,13.512250304706306
787.0,S,0,3,17.423731274223606
788.0,W,0,1,16.82417175914295
788.0,N,0,4,15.94060136538129
788.0,E,0,3,13.61589540526306
788.0,S,0,3,17.334247842834515
789.0,W,0,1,16.814627796628223
789.0,N,0,4,15.887239515268753
789.0,E,0,2,14.472683069401917
789.0,S,0,4,16.391189175697193
790.0,W,0,0,16.67
790.0,N,0,2,20.570603689189447
790.0,E,0,2,14.8854116310996
790.0,S,0,4,16.083234870071436
791.0,W,0,1,15.878403554846487
791.0,N,0,3,18.003583273291675
791.0,E,0,1,16.373928758794012
791.0,S,0,4,15.696570238270738
792.0,W,0,2,15.92829283211541
792.0,N,0,3,17.364297502864392
792.0,E,0,1,16.259058264568253
792.0,S,0,3,16.829612820784014
793.0,W,0,2,16.619503936003948
793.0,N,0,4,12.431022352826986
793.0,E,0,1,16.29488442845856
793.0,S,0,2,16.432349833094044
794.0,W,0,2,16.956710594139413
794.0,N,0,3,15.358570086679098
794.0,E,0,1,16.37344894367949
794.0,S,0,2,16.19234893010771
795.0,W,0,1,16.918795980671433
795.0,N,0,3,14.925357313192688
795.0,E,0,1,16.27138339554173
795.0,S,0,3,14.617200400609704
796.0,W,0,1,16.83190653682222
796.0,N,1,3,14.505166801299854
796.0,E,0,1,15.952737012897991
796.0,S,0,3,14.081795875110377
797.0,W,0,0,16.67
797.0,N,1,3,13.829710815337164
797.0,E,0,0,16.67
797.0,S,0,2,15.840930047849184
798.0,W,0,0,16.67
798.0,N,1,2,15.312156996523516
798.0,E,0,0,16.67
798.0,S,0,2,16.242920074620276
799.0,W,0,0,16.67
799.0,N,1,3,17.14574715965932
799.0,E,0,0,16.67
799.0,S,0,2,16.514715253748612
800.0,W,0,0,16.67
800.0,N,1,3,17.322185092033916
800.0,E,0,0,16.67
800.0,S,0,2,16.524707862248512
801.0,W,0,0,16.67
801.0,N,1,3,16.778225351920078
801.0,E,0,0,16.67
801.0,S,0,2,16.376539273983248
802.0,W,0,0,16.67
802.0,N,2,3,16.124673029978894
802.0,E,0,0,16.67
802.0,S,0,3,15.118344111892705
803.0,W,0,0,16.67
803.0,N,2,3,15.367362282731424
803.0,E,0,0,16.67
803.0,S,0,2,15.823129344677042
804.0,W,0,0,16.67
804.0,N,2,3,14.616723950064037
804.0,E,0,0,16.67
804.0,S,0,2,16.234115015540535
805.0,W,0,0,16.67
805.0,N,2,3,13.992114469225385
805.0,E,0,0,16.67
805.0,S,0,2,16.506420694784218
806.0,W,0,0,16.67
806.0,N,2,3,13.910710894669336
806.0,E,0,0,16.67
806.0,S,0,2,16.615571416030377
807.0,W,0,0,16.67
807.0,N,3,3,13.893115753833817
807.0,E,0,0,16.67
807.0,S,0,2,16.0306206698964
808.0,W,0,0,16.67
808.0,N,3,3,13.89
808.0,E,0,0,16.67
808.0,S,0,2,15.34740552760272
809.0,W,0,0,16.67
809.0,N,3,3,13.89
809.0,E,0,0,16.67
809.0,S,0,1,16.254640966078536
810.0,W,0,0,16.67
810.0,N,3,3,13.89
810.0,E,0,0,16.67
810.0,S,0,1,16.234245258029354
811.0,W,0,0,16.67
811.0,N,3,3,13.89
811.0,E,0,0,16.67
811.0,S,0,1,16.32095752089614
812.0,W,0,0,16.67
812.0,N,1,3,14.491177086227609
812.0,E,0,0,16.67
812.0,S,0,1,16.342984562484585
813.0,W,0,0,16.67
813.0,N,0,1,20.995456702659368
813.0,E,0,0,16.67
813.0,S,0,1,16.295025029371995
814.0,W,0,0,16.67
814.0,N,0,1,21.524546021323417
814.0,E,0,0,16.67
814.0,S,0,1,16.384500741668546
815.0,W,0,0,16.67
815.0,N,0,1,22.033101846250005
815.0,E,0,0,16.67
815.0,S,0,3,14.389079961573263
816.0,W,0,1,14.673873149750031
816.0,N,0,0,27.78
816.0,E,0,0,16.67
816.0,S,0,2,14.766811548670521
817.0,W,0,1,15.062729279197262
817.0,N,0,0,27.78
817.0,E,0,2,15.594112636727514
817.0,S,0,2,15.666205392349513
818.0,W,0,1,15.609789538570654
818.0,N,0,0,27.78
818.0,E,0,2,16.403401844144046
818.0,S,0,3,15.510860091529917
819.0,W,0,1,16.231931766740487
819.0,N,0,0,27.78
819.0,E,0,4,15.994161192865425
819.0,S,0,3,16.12331310936541
820.0,W,0,1,16.852120690234912
820.0,N,0,0,27.78
820.0,E,0,4,15.718258436155178
820.0,S,0,3,16.454520936510335
821.0,W,0,0,16.67
821.0,N,0,0,27.78
821.0,E,0,6,15.517649360754458
821.0,S,0,3,16.73972525138783
822.0,W,0,0,16.67
822.0,N,0,0,27.78
822.0,E,0,6,15.781217668248807
822.0,S,0,3,16.863725695080618
823.0,W,0,0,16.67
823.0,N,0,0,27.78
823.0,E,0,6,16.01821769841268
823.0,S,0,3,16.842957975300834
824.0,W,0,0,16.67
824.0,N,0,0,27.78
824.0,E,0,6,15.987301041155845
824.0,S,0,3,16.594118014157154
825.0,W,0,0,16.67
825.0,N,0,0,27.78
825.0,E,0,6,15.751307524632661
825.0,S,0,3,16.921592542642287
826.0,W,0,0,16.67
826.0,N,0,0,27.78
826.0,E,0,6,15.390374503799368
826.0,S,0,3,16.805712397696013
827.0,W,0,0,16.67
827.0,N,0,0,27.78
827.0,E,0,5,15.40321500680007
827.0,S,0,2,16.42657046410787
828.0,W,0,0,16.67
828.0,N,0,0,27.78
828.0,E,0,4,15.545052672068415
828.0,S,0,1,16.61117944896609
829.0,W,0,0,16.67
829.0,N,0,0,27.78
829.0,E,0,4,14.180222376924254
829.0,S,0,1,16.100168103442186
830.0,W,0,0,16.67
830.0,N,0,0,27.78
830.0,E,0,4,12.313400824682255
830.0,S,0,1,15.016562450965061
831.0,W,0,0,16.67
831.0,N,0,0,27.78
831.0,E,0,4,10.637410547642922
831.0,S,0,1,13.932121654346481
832.0,W,0,0,16.67
832.0,N,0,0,27.78
832.0,E,0,4,9.403518972292172
832.0,S,0,0,16.67
833.0,W,0,0,16.67
833.0,N,0,0,27.78
833.0,E,1,4,8.584215273715355
833.0,S,0,1,14.20984446590721
834.0,W,0,0,16.67
834.0,N,0,0,27.78
834.0,E,1,4,8.429618154702938
834.0,S,0,1,14.680139330307266
835.0,W,0,0,16.67
835.0,N,0,0,27.78
835.0,E,3,4,8.372006551778691
835.0,S,0,1,15.071055685098528
836.0,W,0,0,16.67
836.0,N,0,0,27.78
836.0,E,3,5,9.969937175795062
836.0,S,0,1,15.624587135259773
837.0,W,0,0,16.67
837.0,N,0,0,27.78
837.0,E,3,5,10.124579410959146
837.0,S,0,1,16.02529301013403
838.0,W,0,0,16.67
838.0,N,0,0,27.78
838.0,E,3,6,11.11876181916063
838.0,S,0,1,16.388913493075854
839.0,W,0,0,16.67
839.0,N,0,0,27.78
839.0,E,3,6,10.956498462731732
839.0,S,0,1,16.163512138570404
840.0,W,0,0,16.67
840.0,N,0,0,27.78
840.0,E,3,6,10.981983799445613
840.0,S,0,1,16.33048215056977
841.0,W,0,0,16.67
841.0,N,0,0,27.78
841.0,E,4,6,10.918083510962823
841.0,S,0,1,16.424853957271882
842.0,W,0,0,16.67
842.0,N,0,0,27.78
842.0,E,4,6,10.856108082980057
842.0,S,0,1,16.281650683338267
843.0,W,0,0,16.67
843.0,N,0,0,27.78
843.0,E,4,6,10.96896879550484
843.0,S,0,1,16.301275279695147
844.0,W,0,0,16.67
844.0,N,0,0,27.78
844.0,E,4,6,10.732736461300723
844.0,S,0,1,16.45115710885937
845.0,W,0,0,16.67
845.0,N,0,0,27.78
845.0,E,4,6,10.366246976201044
845.0,S,0,1,16.31532503641418
846.0,W,0,0,16.67
846.0,N,0,0,27.78
846.0,E,4,7,10.612040014418287
846.0,S,0,1,16.420064047644594
847.0,W,0,0,16.67
847.0,N,0,0,27.78
847.0,E,4,7,9.99974318321594
847.0,S,0,1,16.33226528856529
848.0,W,0,0,16.67
848.0,N,0,0,27.78
848.0,E,4,7,9.80693893809153
848.0,S,0,0,16.67
849.0,W,0,0,16.67
849.0,N,0,0,27.78
849.0,E,5,7,9.467203186144737
849.0,S,0,0,16.67
850.0,W,0,0,16.67
850.0,N,0,0,27.78
850.0,E,5,7,9.4375224314054
850.0,S,0,0,16.67
851.0,W,0,0,16.67
851.0,N,0,0,27.78
851.0,E,6,7,9.446198961290625
851.0,S,0,0,16.67
852.0,W,0,0,16.67
852.0,N,0,0,27.78
852.0,E,6,7,9.415265134716542
852.0,S,0,0,16.67
853.0,W,0,0,16.67
853.0,N,0,0,27.78
853.0,E,6,7,9.402702860766096
853.0,S,0,0,16.67
854.0,W,0,0,16.67
854.0,N,0,0,27.78
854.0,E,6,7,9.253218791947987
854.0,S,0,0,16.67
855.0,W,0,0,16.67
855.0,N,0,0,27.78
855.0,E,6,7,8.931724943160342
855.0,S,0,0,16.67
856.0,W,0,0,16.67
856.0,N,0,0,27.78
856.0,E,6,7,8.61029637173177
856.0,S,0,0,16.67
857.0,W,0,0,16.67
857.0,N,0,0,27.78
857.0,E,4,7,8.55192096200238
857.0,S,0,0,16.67
858.0,W,0,0,16.67
858.0,N,0,0,27.78
858.0,E,3,5,8.562156988921352
858.0,S,0,0,16.67
859.0,W,0,0,16.67
859.0,N,0,1,22.541466310292687
859.0,E,1,5,9.04016510633324
859.0,S,0,0,16.67
860.0,W,0,1,15.502294333206956
860.0,N,0,1,23.00677270989234
860.0,E,0,5,9.793331996567211
860.0,S,0,0,16.67
861.0,W,0,1,16.090491941312795
861.0,N,0,1,23.368771639423883
861.0,E,0,3,9.97828941809907
861.0,S,0,0,16.67
862.0,W,0,1,16.523553129050416
862.0,N,0,1,23.881112925264258
862.0,E,0,3,10.804806582966485
862.0,S,0,0,16.67
863.0,W,0,2,16.03625818957293
863.0,N,0,1,24.24211548014262
863.0,E,0,1,13.790288412060129
863.0,S,0,0,16.67
864.0,W,0,2,16.37924027558445
864.0,N,0,2,22.43006072202631
864.0,E,0,1,14.000741653372872
864.0,S,0,0,16.67
865.0,W,0,2,16.25646319405165
865.0,N,0,2,23.05718571656938
865.0,E,0,1,14.198630075958082
865.0,S,0,0,16.67
866.0,W,0,2,16.509251296003242
866.0,N,0,1,23.951384534108882
866.0,E,0,0,16.67
866.0,S,0,0,16.67
867.0,W,0,3,16.165374552951864
867.0,N,0,2,22.175302953024875
867.0,E,0,0,16.67
867.0,S,0,0,16.67
868.0,W,0,2,16.450512051851398
868.0,N,0,2,22.72803530379914
868.0,E,0,0,16.67
868.0,S,0,0,16.67
869.0,W,0,1,16.271326747891358
869.0,N,0,3,20.14768161864215
869.0,E,0,0,16.67
869.0,S,0,0,16.67
870.0,W,0,1,16.32196539603719
870.0,N,0,2,19.637414361886847
870.0,E,0,0,16.67
870.0,S,0,0,16.67
871.0,W,0,0,16.67
871.0,N,0,2,22.94388897224092
871.0,E,0,0,16.67
871.0,S,0,0,16.67
872.0,W,0,0,16.67
872.0,N,0,3,21.99180948488339
872.0,E,0,0,16.67
872.0,S,0,0,16.67
873.0,W,0,0,16.67
873.0,N,0,2,23.605518710402176
873.0,E,0,0,16.67
873.0,S,0,0,16.67
874.0,W,0,0,16.67
874.0,N,0,2,23.524797672810998
874.0,E,0,0,16.67
874.0,S,0,0,16.67
875.0,W,0,0,16.67
875.0,N,0,1,24.893224171155282
875.0,E,0,0,16.67
875.0,S,0,0,16.67
876.0,W,0,0,16.67
876.0,N,0,1,23.768224171155282
876.0,E,0,0,16.67
876.0,S,0,0,16.67
877.0,W,0,0,16.67
877.0,N,0,0,27.78
877.0,E,0,0,16.67
877.0,S,0,0,16.67
878.0,W,0,0,16.67
