timestamp,total_vehicles,lane_left,lane_center,lane_right,vehicles_details
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:10,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:11,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
2026-04-14 23:54:12,0,0,0,0,
