step,reward,loss,epsilon
385,-0.0,0.0008030149712183743,0.16957841978827493
386,-0.0,0.0164687999853399,0.16873052768933355
387,-0.0,0.0003574672521828859,0.1678868750508869
388,-0.0,0.00025169933893234354,0.16704744067563246
389,-0.0,0.0001671096348484294,0.1662122034722543
390,-0.0,0.013947704612486622,0.16538114245489302
391,-0.0,0.00038671104707033166,0.16455423674261854
392,-0.0,0.0001430769691568301,0.16373146555890544
393,-0.0,0.015526727631495874,0.16291280823111093
394,-0.0,0.014983194993114068,0.16209824418995536
395,-0.0,0.014429904053034903,0.16128775296900558
396,-0.0,0.03120774283328573,0.16048131420416054
397,-0.0,0.014289885006462555,0.15967890763313974
398,-0.0,0.0004113891852739471,0.15888051309497406
399,-0.0,0.031436689727524225,0.1580861105294992
400,-0.0,0.0002522776173918828,0.1572956799768517
401,-0.0,0.031736831174561164,0.15650920157696743
402,-0.0,0.013679748385129642,0.1557266555690826
403,-0.0,0.00036670374594471866,0.1549480222912372
404,-0.0,0.01560910430279705,0.15417328217978102
405,-0.0,0.013993982167733066,0.1534024157688821
406,-0.0,0.0007635788167021929,0.1526354036900377
407,-0.0,0.0005182073333855897,0.1518722266715875
408,-0.0,0.00031123179227598996,0.15111286553822956
409,-0.0,0.00029231982863819894,0.15035730121053842
410,-0.0,0.0002446076404751807,0.14960551470448571
411,-0.0,0.00034318801307230487,0.14885748713096328
412,-0.0,0.012850858718701286,0.14811319969530845
413,-0.0,0.0008234229874144461,0.1473726336968319
414,-0.0,0.013161040803108648,0.14663577052834775
415,-0.0,0.013159317669966697,0.14590259167570602
416,-0.0,0.012839839329785718,0.1451730787173275
417,-0.0,0.0010255397176877068,0.14444721332374086
418,-0.0,0.000558502914131509,0.14372497725712216
419,-0.0,0.00035871045338153884,0.14300635237083656
420,-0.0,0.015833848270467854,0.14229132060898236
421,-0.0,0.013357880367351527,0.14157986400593744
422,-0.0,0.0006274696843353994,0.14087196468590776
423,-0.0,0.014025421472274396,0.14016760486247823
424,-0.0,0.000885652886524646,0.13946676683816583
425,-0.0,0.0003853867311853776,0.138769433003975
426,-0.0,0.01677571922068588,0.13807558583895513
427,-0.0,0.026930706715012465,0.13738520790976036
428,-0.0,0.0005361281310417576,0.13669828187021155
429,-0.0,0.014461531645744374,0.13601479046086049
430,-0.0,0.0005006290520608303,0.1353347165085562
431,-0.0,0.028463381770427176,0.1346580429260134
432,-0.0,0.0008293329240807168,0.13398475271138335
433,-0.0,0.0002947697310100583,0.13331482894782642
434,-0.0,0.015676175757715072,0.13264825480308728
435,-0.0,0.013465393024991501,0.13198501352907185
436,-0.0,0.03171411060930618,0.1313250884614265
437,-0.0,6.494014881752719e-05,0.13066846301911936
438,-0.0,0.015507050752546547,0.13001512070402377
439,-0.0,0.04186663635437071,0.12936504510050365
440,-0.0,0.016763819571451677,0.12871821987500112
441,-0.0,0.03134658196813689,0.12807462877562611
442,-0.0,0.00037362768542603675,0.12743425563174798
443,-0.0,0.03049904227134448,0.12679708435358925
444,-0.0,0.005692293432970175,0.1261630989318213
445,-0.0,0.01954938813406315,0.1255322834371622
446,-0.0,0.024947213177245714,0.12490462201997637
447,-0.0,0.0006049659524371975,0.1242800989098765
448,-0.0,0.0001790482955641437,0.12365869841532712
449,-0.0,4.450969119318415e-05,0.12304040492325048
450,-0.0,0.014340919643575312,0.12242520289863423
451,-0.0,0.0001942115361437402,0.12181307688414106
452,-0.0,0.013862060854023639,0.12120401149972035
453,-0.0,0.00020401649490509044,0.12059799144222175
454,-0.0,0.00010359068550513939,0.11999500148501063
455,-0.0,0.01588816235045165,0.11939502647758558
456,-0.0,0.00025860138055833204,0.11879805134519765
457,-0.0,5.5182256455843515e-05,0.11820406108847166
458,-0.0,0.00010972062772207636,0.1176130407830293
459,-0.0,7.4621126846669e-05,0.11702497557911415
460,-0.0,0.00011779157641695834,0.11643985070121858
461,-0.0,0.00011481382333755619,0.11585765144771248
462,-0.0,7.492688496224531e-05,0.11527836319047392
463,-0.0,6.701888749205409e-05,0.11470197137452155
464,-0.0,6.207552096171298e-05,0.11412846151764894
465,-0.0,2.251227817995317e-05,0.1135578192100607
466,-0.0,1.4212738919799905e-06,0.11299003011401039
467,-0.0,0.015472086325722056,0.11242507996344034
468,-0.0,0.014378464450638173,0.11186295456362313
469,-0.0,0.00046739010913009194,0.11130363979080501
470,-0.0,0.030381987755764728,0.11074712159185099
471,-0.0,0.00012720993800030556,0.11019338598389174
472,-0.0,7.849275127114197e-05,0.10964241905397228
473,-0.0,3.4159748814488466e-05,0.10909420695870241
474,-0.0,0.014267873264305564,0.1085487359239089
475,-0.0,0.0003565405852867798,0.10800599224428936
476,-0.0,0.00013987479294996774,0.10746596228306791
477,-0.0,0.0155793544195717,0.10692863247165257
478,-0.0,0.015142243207356312,0.1063939893092943
479,-0.0,0.0003263292764241754,0.10586201936274783
480,-0.0,9.068345080720519e-05,0.10533270926593409
481,-0.0,3.281493344786668e-05,0.10480604571960442
482,-0.0,2.1130617721354383e-05,0.1042820154910064
483,-0.0,3.6567242833740465e-05,0.10376060541355137
484,-0.0,0.015050339095713738,0.1032418023864836
485,-0.0,0.00022036500891431388,0.10272559337455119
486,-0.0,0.0001690216001932754,0.10221196540767843
487,-0.0,9.026134907941241e-05,0.10170090558064004
488,-0.0,0.014552277526687973,0.10119240105273684
489,-0.0,0.00015108137530006616,0.10068643904747315
490,-0.0,0.014730306656591807,0.10018300685223579
491,-0.0,0.00046145117428508797,0.0996820918179746
492,-0.0,0.000674447408733618,0.09918368135888474
493,-0.0,0.00035283654271278664,0.09868776295209031
494,-0.0,0.0003531652885726544,0.09819432413732986
495,-0.0,0.014996929860735975,0.09770335251664321
496,-0.0,0.01554886763872787,0.09721483575406
497,-0.0,0.016066853171777584,0.09672876157528969
498,-0.0,0.000263064962364723,0.09624511776741324
499,-0.0,0.0004315347635994726,0.09576389217857617
500,-0.0,0.030304840731094185,0.09528507271768329
501,-0.0,0.015700245144625147,0.09480864735409487
502,-0.0,0.0006562501111912478,0.0943346041173244
503,-0.0,0.015915999652775917,0.09386293109673778
504,-0.0,5.909595058373185e-05,0.09339361644125409
505,-0.0,0.014136166403201145,0.09292664835904782
506,-0.0,0.00017813843685843267,0.09246201511725258
507,-0.0,0.00010503974503706104,0.09199970504166631
508,-0.0,0.00012077662138043621,0.09153970651645797
509,-0.0,0.016310879755915053,0.09108200798387568
510,-0.0,0.00015309996165946416,0.0906265979439563
511,-0.0,0.00018651624854579274,0.09017346495423652
512,-0.0,0.016127027761291008,0.08972259762946533
513,-0.0,0.03015178534481322,0.089273984641318
514,-0.0,0.00017883027724252543,0.0888276147181114
515,-0.0,0.00019293565290379178,0.08838347664452084
516,-0.0,0.0156060184444664,0.08794155926129824
517,-0.0,0.00011105393046939582,0.08750185146499175
518,-0.0,4.70438243069804e-05,0.08706434220766679
519,-0.0,3.334154164491565e-05,0.08662902049662846
520,-0.0,0.014771678811094091,0.08619587539414532
521,-0.0,0.0002446120010120012,0.08576489601717459
522,-0.0,0.0003074537079594819,0.08533607153708872
523,-0.0,8.947157401761885e-05,0.08490939117940327
524,-0.0,0.013379803916618194,0.08448484422350626
525,-0.0,0.00016934119097882297,0.08406242000238873
526,-0.0,0.015602047764222277,0.08364210790237678
527,-0.0,0.015532599325328515,0.0832238973628649
528,-0.0,0.00036793796561607195,0.08280777787605056
529,-0.0,0.015970998179753337,0.08239373898667031
530,-0.0,0.014680577970068498,0.08198177029173696
531,-0.0,0.00026550217337728554,0.08157186144027828
532,-0.0,0.00026860662726591045,0.0811640021330769
533,-0.0,6.191413231704246e-05,0.08075818212241151
534,-0.0,4.8376026029472996e-05,0.08035439121179945
535,-0.0,0.014516057237653045,0.07995261925574046
536,-0.0,0.0002262923616965784,0.07955285615946175
537,-0.0,7.648038713492511e-05,0.07915509187866444
538,-0.0,0.013495972231636344,0.07875931641927113
539,-0.0,0.012945852946576849,0.07836551983717477
540,-0.0,0.012957823696446269,0.07797369223798889
541,-0.0,0.0005233106280364552,0.07758382377679894
542,-0.0,0.00039065569423701874,0.07719590465791494
543,-0.0,0.02946167439192493,0.07680992513462537
544,-0.0,0.013947597897248087,0.07642587550895225
545,-0.0,0.00011139841415719332,0.07604374613140748
546,-0.0,0.00026427793342520545,0.07566352740075044
547,-0.0,0.012763965297082791,0.07528520976374668
548,-0.0,0.0004621447878818685,0.07490878371492794
549,-0.0,0.0005231540095979644,0.0745342397963533
550,-0.0,0.00038174596081258505,0.07416156859737154
551,-0.0,0.012924236070347359,0.07379076075438468
552,-0.0,0.00027675585396025326,0.07342180695061275
553,-0.0,0.00038250906234793547,0.07305469791585968
554,-0.0,0.013630324981988906,0.07268942442628039
555,-0.0,0.0002618627184531874,0.07232597730414898
556,-0.0,5.669898682647556e-05,0.07196434741762824
557,-0.0,0.01481904270850487,0.0716045256805401
558,-0.0,0.00047276049004096876,0.0712465030521374
559,-0.0,0.015796084743078254,0.0708902705368767
560,-0.0,7.923906989582008e-05,0.07053581918419231
561,-0.0,2.8443837816638506e-05,0.07018314008827135
