time,dir,queue,vehicles,mean_speed,lane_count,lane_configs,bus_count,bus_routes
6,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
6,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
7,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
7,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
7,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
7,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
8,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
8,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
8,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
8,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
9,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
9,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
9,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
9,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
10,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
10,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
10,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
10,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
11,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
11,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
11,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
11,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
12,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
12,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
12,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
12,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
13,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
13,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
13,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
13,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
14,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
14,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
14,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
14,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
16,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
16,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
16,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
16,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
17,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
17,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
17,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
17,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
18,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
18,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
18,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
18,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
19,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
19,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
19,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
19,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
20,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
20,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
20,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
20,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
21,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
21,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
21,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
21,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
22,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
22,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
22,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
22,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
23,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
23,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
23,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
23,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
24,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
24,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
24,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
24,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
25,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
25,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
25,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
25,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
26,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
26,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
26,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
26,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
27,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
27,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
27,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
27,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
28,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
28,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
28,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
28,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
29,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
29,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
29,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
29,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
30,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
30,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
30,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
30,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
31,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
31,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
31,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
31,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
32,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
32,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
32,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
32,S,0,1,54.36,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
33,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
33,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
33,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
33,S,0,1,55.77,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
34,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
34,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
34,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
34,S,0,1,56.59,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
35,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
35,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
35,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
35,S,0,1,57.56,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
36,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
36,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
36,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
36,S,0,1,58.6,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
37,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
37,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
37,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
37,S,0,1,58.91,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
38,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
38,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
38,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
38,S,0,1,59.23,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
39,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
39,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
39,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
39,S,0,1,59.1,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
40,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
40,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
40,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
40,S,0,1,59.26,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
41,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
41,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
41,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
41,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
42,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
42,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
42,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
42,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
43,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
43,N,0,1,58.41,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
43,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
43,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
44,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
44,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
44,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
44,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
45,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
45,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
45,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
45,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
46,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
46,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
46,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
46,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
47,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
47,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
47,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
47,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
48,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
48,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
48,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
48,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
49,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
49,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
49,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
49,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
50,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
50,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
50,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
50,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
51,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
51,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
51,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
51,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
52,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
52,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
52,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
52,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
53,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
53,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
53,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
53,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
54,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
54,N,0,1,59.24,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
54,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
54,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
55,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
55,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
55,E,0,1,59.6,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
55,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
56,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
56,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
56,E,0,1,59.62,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
56,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
57,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
57,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
57,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
57,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
58,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
58,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
58,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
58,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
59,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
59,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
59,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
59,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
60,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
60,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
60,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
60,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
61,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
61,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
61,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
61,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
62,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
62,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
62,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
62,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
63,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
63,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
63,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
63,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
64,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
64,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
64,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
64,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
65,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
65,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
65,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
65,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
66,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
66,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
66,E,0,1,59.24,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
66,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
67,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
67,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
67,E,0,1,58.85,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
67,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
68,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
68,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
68,E,0,1,58.16,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
68,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
69,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
69,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
69,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
69,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
70,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
70,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
70,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
70,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
71,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
71,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
71,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
71,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
72,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
72,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
72,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
72,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
73,W,0,1,58.52,4,L0(s)|L1(s) / L0(l)|L1(l),0,
73,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
73,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
73,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
74,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
74,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
74,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
74,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
75,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
75,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
75,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
75,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
76,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
76,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
76,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
76,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
77,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
