step,agent,reward,loss,epsilon
1,Kulatov_244500424,-0.0,0,1.0
2,Kulatov_244500424,-0.0,0,1.0
3,Vefa_244500423,-0.0,0,0.049911691230058335
4,Vefa_244500423,-0.0,0,0.049911691230058335
5,Vefa_244500423,-0.0,0,0.049911691230058335
6,Kulatov_244500424,-0.0,0,1.0
7,Vefa_244500423,-0.0,0,0.049911691230058335
8,Vefa_244500423,-0.0,0,0.049911691230058335
9,Vefa_244500423,-0.0,0,0.049911691230058335
10,Vefa_244500423,-0.0,0,0.049911691230058335
11,Vefa_244500423,-0.0,0,0.049911691230058335
12,Vefa_244500423,-0.0,0,0.049911691230058335
13,Vefa_244500423,-0.0,0,0.049911691230058335
14,Vefa_244500423,-0.0,0,0.049911691230058335
15,Vefa_244500423,-0.0,0,0.049911691230058335
16,Vefa_244500423,-0.0,0,0.049911691230058335
17,Vefa_244500423,-0.0,0,0.049911691230058335
18,Vefa_244500423,-0.0,0,0.049911691230058335
19,Vefa_244500423,-0.0,0,0.049911691230058335
20,Vefa_244500423,-0.0,0,0.049911691230058335
21,Vefa_244500423,-0.0,0,0.049911691230058335
22,Vefa_244500423,-0.0,0,0.049911691230058335
23,Vefa_244500423,-0.0,0,0.049911691230058335
24,Vefa_244500423,-0.0,0,0.049911691230058335
25,Vefa_244500423,-0.0,0,0.049911691230058335
26,Kulatov_244500424,-0.0,0,1.0
27,Vefa_244500423,-0.0,0,0.049911691230058335
28,Vefa_244500423,-0.0,0,0.049911691230058335
29,Vefa_244500423,-0.0,0,0.049911691230058335
30,Vefa_244500423,-0.0,0,0.049911691230058335
31,Vefa_244500423,-0.0,0,0.049911691230058335
32,Kulatov_244500424,-0.0,0,1.0
33,Kulatov_244500424,-0.0,0,1.0
34,Vefa_244500423,-0.0,0,0.049911691230058335
35,Kulatov_244500424,-0.0,0,1.0
36,Vefa_244500423,-0.0,0,0.049911691230058335
37,Vefa_244500423,-0.0,0,0.049911691230058335
38,Vefa_244500423,-0.0,0,0.049911691230058335
39,Vefa_244500423,-0.0,4.42561811953783,0.049911691230058335
40,Vefa_244500423,-0.0,2.779655583202839,0.049911691230058335
41,Vefa_244500423,-0.0,1.9124987237155437,0.049911691230058335
42,Vefa_244500423,-0.0,1.3946276735514402,0.049911691230058335
43,Vefa_244500423,-0.0,1.0764165166765451,0.049911691230058335
44,Kulatov_244500424,-0.0,0,1.0
45,Kulatov_244500424,-0.0,0,1.0
46,Vefa_244500423,-0.0,0.8258606782183051,0.049911691230058335
47,Kulatov_244500424,-0.0,0,1.0
48,Vefa_244500423,-0.0,2.805180726572871,0.049911691230058335
49,Vefa_244500423,-0.0,2.017126990482211,0.049911691230058335
50,Vefa_244500423,-0.0,1.638641475699842,0.049911691230058335
51,Vefa_244500423,-0.0,1.4374482596758753,0.049911691230058335
52,Vefa_244500423,-0.0,0.37090938026085496,0.049911691230058335
53,Vefa_244500423,-0.0,2.562829134927597,0.049911691230058335
54,Vefa_244500423,-0.0,1.9541996118496172,0.049911691230058335
55,Kulatov_244500424,-0.0,0,1.0
56,Kulatov_244500424,-0.0,0,1.0
57,Vefa_244500423,-0.0,2.6135789081454277,0.049911691230058335
58,Kulatov_244500424,-0.0,0,1.0
59,Kulatov_244500424,-0.0,0,1.0
60,Vefa_244500423,-0.0,1.5116618815300171,0.049911691230058335
61,Vefa_244500423,-0.0,1.4128182607673807,0.049911691230058335
62,Vefa_244500423,-0.0,1.2225085500310229,0.049911691230058335
63,Vefa_244500423,-0.0,0.09986841472948285,0.049911691230058335
64,Vefa_244500423,-0.0,0.6710714548519263,0.049911691230058335
65,Vefa_244500423,-0.0,0.6749209619747489,0.049911691230058335
66,Vefa_244500423,-0.0,1.25398584917275,0.049911691230058335
67,Vefa_244500423,-0.0,0.030338685388414888,0.049911691230058335
68,Kulatov_244500424,-0.0,0,1.0
69,Kulatov_244500424,-0.0,0,1.0
70,Kulatov_244500424,-0.0,0,1.0
71,Vefa_244500423,-0.0,1.644698543843333,0.049911691230058335
72,Kulatov_244500424,-0.0,0,1.0
73,Vefa_244500423,-0.0,0.936900440894533,0.049911691230058335
74,Vefa_244500423,-0.0,0.7707335699824398,0.049911691230058335
75,Vefa_244500423,-0.0,0.6411727023851199,0.049911691230058335
76,Vefa_244500423,-1.0,0.5267511547226604,0.049911691230058335
77,Kulatov_244500424,-0.0,0,1.0
78,Vefa_244500423,-0.0,0.45649979936206364,0.049911691230058335
79,Kulatov_244500424,-0.0,0,1.0
80,Vefa_244500423,-0.0,0.005516102953151858,0.049911691230058335
81,Vefa_244500423,-0.0,0.2090990199440057,0.049911691230058335
82,Vefa_244500423,-0.0,0.006385460453657288,0.049911691230058335
83,Vefa_244500423,-0.0,0.3855050633223982,0.049911691230058335
84,Vefa_244500423,-0.0,0.33732411785558725,0.049911691230058335
85,Vefa_244500423,-0.0,0.27925326522961313,0.049911691230058335
86,Vefa_244500423,-0.0,0.002037326620325075,0.049911691230058335
87,Vefa_244500423,-0.0,0.22953842936959745,0.049911691230058335
88,Vefa_244500423,-0.0,0.20106147974689748,0.049911691230058335
89,Vefa_244500423,-0.0,0.26604236500423895,0.049911691230058335
90,Vefa_244500423,-0.0,0.2043642459336752,0.049911691230058335
91,Vefa_244500423,-0.0,0.05870302636557767,0.049911691230058335
