time,intersection,queue,vehicles,mean_speed,lane_count,lane_configs,bus_count,bus_routes
15610,Kulatov_244500424,1,1,52.51,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15620,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15620,Kulatov_244500424,0,1,52.56,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15630,Vefa_244500423,0,1,59.25,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15630,Kulatov_244500424,1,2,51.76,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15640,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15640,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15650,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15650,Kulatov_244500424,0,1,49.07,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15660,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15660,Kulatov_244500424,0,1,47.29,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15670,Vefa_244500423,0,3,58.38,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15670,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15680,Vefa_244500423,1,4,52.04,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15680,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15690,Vefa_244500423,2,5,54.81,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15690,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15700,Vefa_244500423,4,8,35.35,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15700,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15710,Vefa_244500423,1,2,54.47,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15710,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15720,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15720,Kulatov_244500424,0,1,59.51,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15730,Vefa_244500423,0,1,55.71,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15730,Kulatov_244500424,0,1,59.8,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15740,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15740,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15750,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15750,Kulatov_244500424,0,1,57.14,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15760,Vefa_244500423,0,3,57.72,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15760,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15770,Vefa_244500423,0,1,58.32,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15770,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15780,Vefa_244500423,0,2,59.68,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15780,Kulatov_244500424,0,2,58.81,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15790,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15790,Kulatov_244500424,1,1,52.51,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15800,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15800,Kulatov_244500424,1,2,50.81,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15810,Vefa_244500423,0,2,57.13,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15810,Kulatov_244500424,1,3,50.46,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15820,Vefa_244500423,1,5,50.1,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15820,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15830,Vefa_244500423,1,3,50.72,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15830,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15840,Vefa_244500423,0,1,57.2,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15840,Kulatov_244500424,0,1,49.48,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15850,Vefa_244500423,0,7,51.19,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15850,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15860,Vefa_244500423,0,3,56.95,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15860,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15870,Vefa_244500423,1,6,44.3,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15870,Kulatov_244500424,0,1,59.53,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15880,Vefa_244500423,0,5,56.2,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15880,Kulatov_244500424,0,1,52.83,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15890,Vefa_244500423,1,3,52.21,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15890,Kulatov_244500424,1,2,54.26,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15900,Vefa_244500423,0,2,59.18,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15900,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15910,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15910,Kulatov_244500424,0,1,59.42,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15920,Vefa_244500423,0,1,56.3,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15920,Kulatov_244500424,1,4,43.16,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15930,Vefa_244500423,0,1,54.76,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15930,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15940,Vefa_244500423,0,4,58.77,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15940,Kulatov_244500424,0,2,58.06,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15950,Vefa_244500423,0,1,58.79,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15950,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15960,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15960,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15970,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15970,Kulatov_244500424,0,1,56.29,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15980,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15980,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
15990,Vefa_244500423,0,2,58.99,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
15990,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16000,Vefa_244500423,0,4,55.05,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16000,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16010,Vefa_244500423,0,5,55.94,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16010,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16020,Vefa_244500423,0,1,58.31,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16020,Kulatov_244500424,0,1,52.79,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16030,Vefa_244500423,0,2,58.5,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16030,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16040,Vefa_244500423,0,1,58.71,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16040,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16050,Vefa_244500423,0,4,56.66,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16050,Kulatov_244500424,1,1,52.51,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16060,Vefa_244500423,1,6,49.27,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16060,Kulatov_244500424,0,1,53.3,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16070,Vefa_244500423,5,6,44.92,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16070,Kulatov_244500424,0,1,59.52,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16080,Vefa_244500423,0,3,55.07,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16080,Kulatov_244500424,0,1,54.5,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16090,Vefa_244500423,0,3,56.43,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16090,Kulatov_244500424,1,1,45.04,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16100,Vefa_244500423,1,3,50.09,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16100,Kulatov_244500424,2,3,43.13,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16110,Vefa_244500423,2,2,50.01,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16110,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16120,Vefa_244500423,0,6,56.76,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16120,Kulatov_244500424,0,1,59.81,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16130,Vefa_244500423,1,3,49.66,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16130,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16140,Vefa_244500423,0,3,57.96,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16140,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16150,Vefa_244500423,1,4,53.25,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16150,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16160,Vefa_244500423,0,4,54.05,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16160,Kulatov_244500424,0,1,55.24,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16170,Vefa_244500423,0,3,58.21,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16170,Kulatov_244500424,1,1,45.01,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16180,Vefa_244500423,0,3,54.72,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16180,Kulatov_244500424,1,1,45.01,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16190,Vefa_244500423,0,1,59.2,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16190,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16200,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16200,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16210,Vefa_244500423,0,2,59.47,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16210,Kulatov_244500424,0,2,53.67,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16220,Vefa_244500423,1,1,55.01,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16220,Kulatov_244500424,1,1,52.51,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16230,Vefa_244500423,0,1,57.72,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16230,Kulatov_244500424,0,1,59.7,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16240,Vefa_244500423,0,1,59.63,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16240,Kulatov_244500424,0,1,58.38,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16250,Vefa_244500423,0,2,55.54,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16250,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16260,Vefa_244500423,0,3,59.24,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16260,Kulatov_244500424,0,1,58.65,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16270,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16270,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16280,Vefa_244500423,0,1,58.89,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16280,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16290,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16290,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16300,Vefa_244500423,0,6,56.36,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16300,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16310,Vefa_244500423,0,4,54.39,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16310,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16320,Vefa_244500423,1,1,55.01,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16320,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16330,Vefa_244500423,0,5,52.87,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16330,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16340,Vefa_244500423,2,6,49.41,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16340,Kulatov_244500424,0,1,53.79,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16350,Vefa_244500423,0,4,55.56,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16350,Kulatov_244500424,3,4,45.11,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16360,Vefa_244500423,0,0,0,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16360,Kulatov_244500424,0,1,59.53,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16370,Vefa_244500423,0,3,54.02,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16370,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16380,Vefa_244500423,0,3,56.68,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16380,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16390,Vefa_244500423,0,4,53.95,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16390,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16400,Vefa_244500423,0,2,56.1,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16400,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16410,Vefa_244500423,0,1,59.87,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16410,Kulatov_244500424,0,2,55.1,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16420,Vefa_244500423,1,2,54.82,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16420,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16430,Vefa_244500423,1,3,51.67,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16430,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16440,Vefa_244500423,1,4,52.16,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16440,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16450,Vefa_244500423,1,1,55.01,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16450,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16460,Vefa_244500423,1,1,55.01,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16460,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16470,Vefa_244500423,0,1,56.05,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16470,Kulatov_244500424,0,1,48.97,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16480,Vefa_244500423,0,4,56.91,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16480,Kulatov_244500424,0,1,54.34,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16490,Vefa_244500423,0,3,52.56,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16490,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
16500,Vefa_244500423,0,4,58.65,11,L0(s)|L1(s)|L2(s) / L0(s)|L1(s) / L0(s)|L1(s)|L2(s) / L0(s)|L1(s)|L2(s),0,
16500,Kulatov_244500424,0,0,0,7,L0(s)|L1(s) / L0(s) / L0(s)|L1(s) / L0(s)|L1(s),0,
