time,dir,queue,vehicles,mean_speed,lane_count,lane_configs,bus_count,bus_routes
15000,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15010,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15010,N,0,1,58.92,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15010,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15010,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15020,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15020,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15020,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15020,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15030,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15030,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15030,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15030,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15040,W,0,1,59.74,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15040,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15040,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15040,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15050,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15050,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15050,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15050,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15060,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15060,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15060,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15060,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15070,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15070,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15070,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15070,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15080,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15080,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15080,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15080,S,0,1,57.54,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15090,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15090,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15090,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15090,S,0,1,57.55,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15100,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15100,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15100,E,0,1,50.75,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15100,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15110,W,0,1,59.94,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15110,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15110,E,0,1,59.97,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15110,S,0,1,59.65,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15120,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15120,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15120,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15120,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15130,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15130,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15130,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15130,S,0,1,58.37,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15140,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15140,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15140,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15140,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15150,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15150,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15150,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15150,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15160,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15160,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15160,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15160,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15170,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15170,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15170,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15170,S,0,1,58.47,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15180,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15180,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15180,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15180,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15190,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15190,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15190,E,0,1,59.53,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15190,S,0,1,59.49,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15200,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15200,N,0,1,58.51,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15200,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15200,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15210,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15210,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15210,E,0,1,59.78,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15210,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15220,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15220,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15220,E,0,2,58.12,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15220,S,0,1,57.82,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15230,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15230,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15230,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15230,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15240,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15240,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15240,E,0,1,58.19,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15240,S,0,1,54.17,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15250,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15250,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15250,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15250,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15260,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15260,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15260,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15260,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15270,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15270,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15270,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15270,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15280,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15280,N,0,1,59.27,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15280,E,0,1,58.4,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15280,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15290,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15290,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15290,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15290,S,0,2,52.42,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15300,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15300,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15300,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15300,S,0,1,59.93,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15310,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15310,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15310,E,0,1,59.73,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15310,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15320,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15320,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15320,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15320,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15330,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15330,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15330,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15330,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15340,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15340,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15340,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15340,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15350,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15350,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15350,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15350,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15360,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15360,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15360,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15360,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15370,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15370,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15370,E,0,1,59.37,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15370,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15380,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15380,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15380,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15380,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15390,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15390,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15390,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15390,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15400,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15400,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15400,E,0,1,59.28,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15400,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15410,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15410,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15410,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15410,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15420,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15420,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15420,E,0,1,54.13,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15420,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15430,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15430,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15430,E,0,1,59.24,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15430,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15440,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15440,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15440,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15440,S,0,1,55.95,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15450,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15450,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15450,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15450,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15460,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15460,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15460,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15460,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15470,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15470,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15470,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15470,S,0,1,57.55,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15480,W,0,1,58.24,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15480,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15480,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15480,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15490,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15490,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15490,E,0,1,59.23,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15490,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15500,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15500,N,0,1,57.57,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15500,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15500,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15510,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15510,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15510,E,0,1,55.7,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15510,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15520,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15520,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15520,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15520,S,0,1,55.88,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15530,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15530,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15530,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15530,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15540,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15540,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15540,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15540,S,0,1,55.89,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15550,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15550,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15550,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15550,S,0,1,53.52,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15560,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15560,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15560,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15560,S,0,3,54.53,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15570,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15570,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15570,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15570,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15580,W,0,1,59.82,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15580,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15580,E,0,1,59.62,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15580,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15590,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15590,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15590,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15590,S,0,1,59.32,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15600,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15600,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15600,E,0,1,58.95,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15600,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15610,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15610,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15610,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15610,S,0,1,58.49,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15620,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15620,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15620,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15620,S,0,1,57.99,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15630,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15630,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15630,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15630,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15640,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15640,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15640,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15640,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15650,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15650,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15650,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15650,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15660,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15660,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15660,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15660,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15670,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15670,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15670,E,0,1,58.77,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15670,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15680,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15680,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15680,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15680,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15690,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15690,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15690,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15690,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15700,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15700,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15700,E,0,1,57.33,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15700,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15710,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15710,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15710,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15710,S,0,2,58.02,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15720,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15720,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15720,E,0,1,58.89,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15720,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15730,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15730,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15730,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15730,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15740,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
15740,N,0,0,0,6,L0(r)|L1(r)|L2(r) / L0(s)|L1(s)|L2(s),0,
15740,E,0,0,0,5,L0(s)|L1(s)|L2(s) / L0(s)|L1(s),0,
15740,S,0,0,0,6,L0(s)|L1(s)|L2(s) / L0(l)|L1(l)|L2(l),0,
15750,W,0,0,0,4,L0(s)|L1(s) / L0(l)|L1(l),0,
